timestamp,value,Rolling Z-Score_score,ARIMA Residual_score,Isolation Forest_score,Rolling Z-Score_is_anomaly,ARIMA Residual_is_anomaly,Isolation Forest_is_anomaly
2015-04-06 11:32:53,21,2.016368811457654,0.4112468739304435,-0.15268232037602475,0,0,0
2015-04-06 11:37:53,26,2.0766481646619646,0.7649298910186065,-0.12426743971116555,0,0,0
2015-04-06 11:42:53,28,1.7908189416765574,0.9001858594043279,-0.11622872231081877,0,0,0
2015-04-06 11:47:53,16,0.17181125374330095,0.015040671012199762,-0.1635816538661914,0,0,0
2015-04-06 11:52:53,6,1.0746796579179065,0.7240168481023547,-0.12044453335880606,0,0,0
2015-04-06 11:57:53,9,0.7403970616475548,0.5150278000485587,-0.1593323921401259,0,0,0
2015-04-06 12:02:53,10,0.6597164376969648,0.4515897825107194,-0.1616838357812761,0,0,0
2015-04-06 12:07:53,12,0.3048465412585147,0.31499171873226345,-0.17017633243386032,0,0,0
2015-04-06 12:12:53,13,0.21630161676233636,0.2510524774814723,-0.16757060759645775,0,0,0
2015-04-06 12:17:53,16,0.15803314436073693,0.041060610978211065,-0.1635816538661914,0,0,0
2015-04-06 12:22:53,27,1.4269384324314125,0.7524135867090134,-0.13298830645028425,0,0,0
2015-04-06 12:27:53,29,1.3788568305299123,0.8899613801123702,-0.1136146849943005,0,0,0
2015-04-06 12:32:53,21,0.3983364177086413,0.29867062983512194,-0.15268232037602475,0,0,0
2015-04-06 12:37:53,14,0.35335433640247454,0.21949831886064242,-0.1669664319713851,0,0,0
2015-04-06 12:42:53,19,0.4289695442435519,0.13741503888812884,-0.14839808963782342,0,0,0
2015-04-06 12:47:53,12,0.5172924469519791,0.38033957198142837,-0.17017633243386032,0,0,0
2015-04-06 12:52:53,16,0.07808688094431425,0.0959290194839633,-0.1635816538661914,0,0,0
2015-04-06 12:57:53,19,0.27895430899742574,0.11576904021661884,-0.14839808963782342,0,0,0
2015-04-06 13:02:53,10,1.2273989595886723,0.5472168791747092,-0.1616838357812761,0,0,0
2015-04-06 13:07:53,14,0.5994441870044739,0.2622411626812324,-0.1669664319713851,0,0,0
2015-04-06 13:12:53,19,0.17627661877768874,0.09581895155726095,-0.14839808963782342,0,0,0
2015-04-06 13:17:53,15,0.5106064870316539,0.20210158922430538,-0.16581744839395407,0,0,0
2015-04-06 13:22:53,22,0.8749079480300235,0.30211309223885013,-0.14150283411992848,0,0,0
2015-04-06 13:27:53,16,0.11401173842374503,0.1412861775752595,-0.1635816538661914,0,0,0
2015-04-06 13:32:53,23,1.6374557416029152,0.36325288546915463,-0.12956422044694288,0,0,0
2015-04-06 13:37:53,17,0.04347452546334116,0.07983070566339806,-0.16104179877729508,0,0,0
2015-04-06 13:42:53,26,1.8495007612898984,0.5708276200972321,-0.12426743971116555,0,0,0
2015-04-06 13:47:53,33,2.2557861256905083,1.0758213434342105,-0.10547938386864358,0,0,0
2015-04-06 13:52:53,23,0.5296005714106281,0.3415561075353983,-0.12956422044694288,0,0,0
2015-04-06 13:57:53,30,1.3725130414426292,0.8468329710656989,-0.11255950686267902,0,0,0
2015-04-06 14:02:53,16,0.8425225288723525,0.17878082795083908,-0.1635816538661914,0,0,0
2015-04-06 14:07:53,20,0.29106640987921906,0.10804610656296766,-0.15549168568194421,0,0,0
2015-04-06 14:12:53,19,0.4657062558067504,0.030471611787918323,-0.14839808963782342,0,0,0
2015-04-06 14:17:53,17,0.8723665301629776,0.11988365842543454,-0.16104179877729508,0,0,0
2015-04-06 14:22:53,19,0.4613385010285586,0.02150706913686915,-0.14839808963782342,0,0,0
2015-04-06 14:27:53,16,0.997086437706885,0.2015137162519555,-0.1635816538661914,0,0,0
2015-04-06 14:32:53,20,0.2381965336702049,0.08592312356521908,-0.15549168568194421,0,0,0
2015-04-06 14:37:53,17,0.7741387344281664,0.13686988262290314,-0.16104179877729508,0,0,0
2015-04-06 14:42:53,28,1.125321631286965,0.6611308123089725,-0.11622872231081877,0,0,0
2015-04-06 14:47:53,30,1.6583123951780117,0.8030836606152482,-0.11255950686267902,0,0,0
2015-04-06 14:52:53,47,2.599438147422798,2.0387304491429945,-0.026527910421449752,0,0,0
2015-04-06 14:57:53,40,1.5601326474915869,1.5247333578839664,-0.05294528394622955,0,0,0
2015-04-06 15:02:53,15,0.875660557156593,0.30147415618586354,-0.16581744839395407,0,0,0
2015-04-06 15:07:53,29,0.41310661501654194,0.715748799221617,-0.1136146849943005,0,0,0
2015-04-06 15:12:53,22,0.2949486863715026,0.20203806059202237,-0.14150283411992848,0,0,0
2015-04-06 15:17:53,27,0.11830930442468632,0.5632900181757207,-0.13298830645028425,0,0,0
2015-04-06 15:22:53,17,0.8664041597193957,0.16896047420515187,-0.16104179877729508,0,0,0
2015-04-06 15:27:53,14,1.1281609621882587,0.3907831883346866,-0.1669664319713851,0,0,0
2015-04-06 15:32:53,14,1.0352094547177229,0.39380452744171107,-0.1669664319713851,0,0,0
2015-04-06 15:37:53,31,0.4632069946777332,0.8426576478363914,-0.10808775309377028,0,0,0
2015-04-06 15:42:53,44,1.4172336814538427,1.7875746015749039,-0.036181981002060715,0,0,0
2015-04-06 15:47:53,26,0.10038814805910033,0.47248149586923427,-0.12426743971116555,0,0,0
2015-04-06 15:52:53,43,1.4638430376661127,1.7091740346725082,-0.04001190642243235,0,0,0
2015-04-06 15:57:53,23,0.23544365448314783,0.24841628966512008,-0.12956422044694288,0,0,0
2015-04-06 16:02:53,32,0.5239412053093239,0.9020040738351288,-0.10869442382677658,0,0,0
2015-04-06 16:07:53,25,0.1523019247700499,0.3891642864460898,-0.13024961147632125,0,0,0
2015-04-06 16:12:53,13,1.209557460121413,0.48813862591950197,-0.16757060759645775,0,0,0
2015-04-06 16:17:53,13,1.0391036667858833,0.49050400678873496,-0.16757060759645775,0,0,0
2015-04-06 16:22:53,14,0.9092654440479834,0.4198998996502613,-0.1669664319713851,0,0,0
2015-04-06 16:27:53,19,0.5209202967876357,0.057609926956169996,-0.14839808963782342,0,0,0
2015-04-06 16:32:53,30,0.3702530360732642,0.7421763078000351,-0.11255950686267902,0,0,0
2015-04-06 16:37:53,27,0.11936793817107519,0.5213366577117889,-0.13298830645028425,0,0,0
2015-04-06 16:42:53,32,0.8014063589590642,0.8838021414263132,-0.10869442382677658,0,0,0
2015-04-06 16:47:53,14,1.0214401524483878,0.43051559653409716,-0.1669664319713851,0,0,0
2015-04-06 16:52:53,23,0.12422945566582916,0.2236832937448911,-0.12956422044694288,0,0,0
2015-04-06 16:57:53,29,0.8393217539758114,0.6592165643503701,-0.1136146849943005,0,0,0
2015-04-06 17:02:53,28,0.7903317672191691,0.5844587009241629,-0.11622872231081877,0,0,0
2015-04-06 17:07:53,23,0.126795935492363,0.21812641391817603,-0.12956422044694288,0,0,0
2015-04-06 17:12:53,23,0.01255109280847137,0.21637261086004983,-0.12956422044694288,0,0,0
2015-04-06 17:17:53,16,1.1413938465261897,0.2956763261063177,-0.1635816538661914,0,0,0
2015-04-06 17:22:53,17,1.0819248673652644,0.22443125856060406,-0.16104179877729508,0,0,0
2015-04-06 17:27:53,34,1.4422472682682719,1.0133547987379574,-0.09751252247196979,0,0,0
2015-04-06 17:32:53,23,0.173085944775996,0.2098154744859813,-0.12956422044694288,0,0,0
2015-04-06 17:37:53,15,1.207535978309836,0.3749635664505697,-0.16581744839395407,0,0,0
2015-04-06 17:42:53,19,0.48783272669105926,0.08482921585748932,-0.14839808963782342,0,0,0
2015-04-06 17:47:53,28,0.8315077162675399,0.569875237317638,-0.11622872231081877,0,0,0
2015-04-06 17:52:53,28,0.7389937078538542,0.5684643466416003,-0.11622872231081877,0,0,0
2015-04-06 17:57:53,20,0.4887523604575134,0.016156904730259523,-0.15549168568194421,0,0,0
2015-04-06 18:02:53,15,1.1332576503100606,0.3820232384321301,-0.16581744839395407,0,0,0
2015-04-06 18:07:53,26,0.6584052983884114,0.41864270459116243,-0.12426743971116555,0,0,0
2015-04-06 18:12:53,31,1.2606458361410418,0.7819073746671672,-0.10808775309377028,0,0,0
2015-04-06 18:17:53,56,2.646018599170743,2.6033265305475433,0.01935072993533793,0,0,1
2015-04-06 18:22:53,48,1.5451887100993884,2.018879845117939,-0.023507150338868077,0,0,0
2015-04-06 18:27:53,44,1.0989999613152277,1.726089420614247,-0.036181981002060715,0,0,0
2015-04-06 18:32:53,28,0.13965509693273526,0.5584579668292545,-0.11622872231081877,0,0,0
2015-04-06 18:37:53,18,0.940707820123071,0.1717068747773261,-0.15450605861574307,0,0,0
2015-04-06 18:42:53,111,2.798877933961983,6.6074786707561035,0.18681209343150862,0,1,1
2015-04-06 18:47:53,120,2.1290637896878764,7.262586811477688,0.19848723523092682,0,1,1
2015-04-06 18:52:53,22,0.6483954184409026,0.11677815905070216,-0.14150283411992848,0,0,0
2015-04-06 18:57:53,27,0.5293183041265693,0.4803175719469798,-0.13298830645028425,0,0,0
2015-04-06 19:02:53,44,0.1164720381583725,1.7187558857464473,-0.036181981002060715,0,0,0
2015-04-06 19:07:53,28,0.5992557762125513,0.5513211848662799,-0.11622872231081877,0,0,0
2015-04-06 19:12:53,54,0.12083444184566752,2.4459647794053856,-0.0,0,0,0
2015-04-06 19:17:53,70,0.5608975055540668,3.6115726044841847,0.08959406752068544,0,1,1
2015-04-06 19:22:53,28,0.6279486473300179,0.5486547202278397,-0.11622872231081877,0,0,0
2015-04-06 19:27:53,31,0.5029108125611743,0.7665312393027709,-0.10808775309377028,0,0,0
2015-04-06 19:32:53,24,0.6907682189796732,0.2553700695796147,-0.12863131782055875,0,0,0
2015-04-06 19:37:53,23,0.7391233782069291,0.18166703283736207,-0.12956422044694288,0,0,0
2015-04-06 19:42:53,27,0.5052150502435644,0.47251551284596327,-0.13298830645028425,0,0,0
2015-04-06 19:47:53,37,0.1655195845981892,1.2008209626339057,-0.07449134276416647,0,0,0
2015-04-06 19:52:53,35,0.04743605160118992,1.0542743429177888,-0.09119991640493841,0,0,0
2015-04-06 19:57:53,38,0.10270416349278516,1.272277564636473,-0.0649477737833486,0,0,0
2015-04-06 20:02:53,42,0.40731313520279394,1.56320599215963,-0.041885329378365754,0,0,0
2015-04-06 20:07:53,42,0.326658474318501,1.5625289773215059,-0.041885329378365754,0,0,0
2015-04-06 20:12:53,54,1.2141833856744286,2.4367424469076626,-0.0,0,0,0
2015-04-06 20:17:53,49,1.345304400961179,2.071571138682589,-0.019849555386289186,0,0,0
2015-04-06 20:22:53,41,0.4272146647034627,1.4876989524985949,-0.04684794669528103,0,0,0
2015-04-06 20:27:53,53,1.371062635273207,2.3619640414227936,-0.008318593335015168,0,0,0
2015-04-06 20:32:53,73,2.2694090045095847,3.8194936356610616,0.09655487474182645,0,1,1
2015-04-06 20:37:53,52,0.566039884382022,2.2878919887833487,-0.010173470296713671,0,0,0
2015-04-06 20:42:53,105,2.695083917863985,6.151351748370138,0.1753094479577515,0,1,1
2015-04-06 20:47:53,52,0.052064334468114565,2.286787690647495,-0.010173470296713671,0,0,0
2015-04-06 20:52:53,50,0.23097546994937104,2.1404456080061816,-0.014909394008634447,0,0,0
2015-04-06 20:57:53,21,1.566645845394861,0.025655024152951397,-0.15268232037602475,0,0,0
2015-04-06 21:02:53,43,0.4891576016893324,1.6290856418264201,-0.04001190642243235,0,0,0
2015-04-06 21:07:53,25,1.2238935634775374,0.3162886581110443,-0.13024961147632125,0,0,0
2015-04-06 21:12:53,22,1.1551442382622026,0.09709518135390618,-0.14150283411992848,0,0,0
2015-04-06 21:17:53,35,0.5374206966278966,1.044410886648952,-0.09119991640493841,0,0,0
2015-04-06 21:22:53,39,0.3597457894910048,1.3355847637717024,-0.05904145676059247,0,0,0
2015-04-06 21:27:53,43,0.1554166219060637,1.6267707202007018,-0.04001190642243235,0,0,0
2015-04-06 21:32:53,35,0.3820465887291724,1.043096111202865,-0.09119991640493841,0,0,0
2015-04-06 21:37:53,27,0.6393549404472835,0.4594329420496877,-0.13298830645028425,0,0,0
2015-04-06 21:42:53,22,1.1270870433343254,0.09449898598296853,-0.14150283411992848,0,0,0
2015-04-06 21:47:53,18,1.2962981715149682,0.1975181091272354,-0.15450605861574307,0,0,0
2015-04-06 21:52:53,25,0.5127479539413797,0.31244163325759033,-0.13024961147632125,0,0,0
2015-04-06 21:57:53,41,1.076558199128059,1.4785658768195993,-0.04684794669528103,0,0,0
2015-04-06 22:02:53,69,2.555383155147232,3.5195724264364787,0.08591625349147847,0,1,1
2015-04-06 22:07:53,51,1.0627207100111062,2.206911464375826,-0.011502591880998336,0,0,0
2015-04-06 22:12:53,47,0.6586702235769571,1.9149443331994123,-0.026527910421449752,0,0,0
2015-04-06 22:17:53,77,1.980303676988146,4.101791313614022,0.11066807140533308,0,1,1
2015-04-06 22:22:53,53,0.5799822259591086,2.351721807239299,-0.008318593335015168,0,0,0
2015-04-06 22:27:53,61,0.8955752245444707,2.934653871815516,0.03576208921548074,0,0,1
2015-04-06 22:32:53,55,0.494794107063446,2.4969100443256296,0.010366827804181966,0,0,1
2015-04-06 22:37:53,53,0.29030337916440374,2.3507985781858536,-0.008318593335015168,0,0,0
2015-04-06 22:42:53,43,0.386052550668652,1.6214469312805477,-0.04001190642243235,0,0,0
2015-04-06 22:47:53,56,0.2549908318854089,2.568941716449114,0.01935072993533793,0,0,1
2015-04-06 22:52:53,39,1.3158156987800775,1.3292633077287885,-0.05904145676059247,0,0,0
2015-04-06 22:57:53,46,0.7577612450705262,1.839336943956833,-0.027536322551213188,0,0,0
2015-04-06 23:02:53,27,1.9331564727076498,0.45386109043738915,-0.13298830645028425,0,0,0
2015-04-06 23:07:53,25,1.6427688429435559,0.3077947028793412,-0.13024961147632125,0,0,0
2015-04-06 23:12:53,22,1.504058925796659,0.08882911218198417,-0.14150283411992848,0,0,0
2015-04-06 23:17:53,21,1.4201763565264711,0.01568221543777222,-0.15268232037602475,0,0,0
2015-04-06 23:22:53,43,0.14681702164399799,1.6193803956331825,-0.04001190642243235,0,0,0
2015-04-06 23:27:53,26,0.9054699202058272,0.3797498226714406,-0.12426743971116555,0,0,0
2015-04-06 23:32:53,16,1.3904503159012767,0.349532442998392,-0.1635816538661914,0,0,0
2015-04-06 23:37:53,26,0.525493854245403,0.3793117817985828,-0.12426743971116555,0,0,0
2015-04-06 23:42:53,17,1.0550921672256834,0.2770527048619605,-0.16104179877729508,0,0,0
2015-04-06 23:47:53,15,1.144316291123145,0.42306936373638576,-0.16581744839395407,0,0,0
2015-04-06 23:52:53,16,0.8911327886790567,0.35036245304616,-0.1635816538661914,0,0,0
2015-04-06 23:57:53,20,0.3686792721026683,0.05893212006754124,-0.15549168568194421,0,0,0
2015-04-07 00:02:53,24,0.18676296146297441,0.23250341171078887,-0.12863131782055875,0,0,0
2015-04-07 00:07:53,13,1.0707010060826183,0.5696463980094671,-0.16757060759645775,0,0,0
2015-04-07 00:12:53,28,0.7189846187871644,0.5237654106051037,-0.11622872231081877,0,0,0
2015-04-07 00:17:53,26,0.42190672430749865,0.3777795564452716,-0.12426743971116555,0,0,0
2015-04-07 00:22:53,23,0.41237267824059115,0.15889233849914092,-0.12956422044694288,0,0,0
2015-04-07 00:27:53,12,1.3817093525445059,0.64323855538482,-0.17017633243386032,0,0,0
2015-04-07 00:32:53,30,1.491197552866187,0.6689097417329383,-0.11255950686267902,0,0,0
2015-04-07 00:37:53,29,1.2310417377781708,0.595847828752709,-0.1136146849943005,0,0,0
2015-04-07 00:42:53,19,0.3548501064929386,0.13336414241442146,-0.14839808963782342,0,0,0
2015-04-07 00:47:53,9,1.661323405183753,0.8625720434851659,-0.1593323921401259,0,0,0
2015-04-07 00:52:53,7,1.6181192351478493,1.0085277698870314,-0.13967217843668406,0,0,0
2015-04-07 00:57:53,18,0.22760933560120214,0.20670129428157155,-0.15450605861574307,0,0,0
2015-04-07 01:02:53,10,1.0314094416563335,0.7900855751652351,-0.1616838357812761,0,0,0
2015-04-07 01:07:53,21,0.20256487258088093,0.011748302227095227,-0.15268232037602475,0,0,0
2015-04-07 01:12:53,65,2.7482652591250836,3.2194846140508626,0.05566189471569227,0,1,1
2015-04-07 01:17:53,48,1.3833647563800038,1.9799567531950208,-0.023507150338868077,0,0,0
2015-04-07 01:22:53,24,0.019420388197666772,0.23009006984962468,-0.12863131782055875,0,0,0
2015-04-07 01:27:53,15,0.5640878838708251,0.42618293838643395,-0.16581744839395407,0,0,0
2015-04-07 01:32:53,22,0.11331836801407054,0.08404366736147353,-0.14150283411992848,0,0,0
2015-04-07 01:37:53,22,0.07916102121038911,0.08393118701500919,-0.14150283411992848,0,0,0
2015-04-07 01:42:53,13,0.5760204779363827,0.572332516064449,-0.16757060759645775,0,0,0
2015-04-07 01:47:53,20,0.22661158258521336,0.062096854809888094,-0.15549168568194421,0,0,0
2015-04-07 01:52:53,9,0.91103880856064,0.8641668165354044,-0.1593323921401259,0,0,0
2015-04-07 01:57:53,9,0.8398756220184347,0.8642677030028914,-0.1593323921401259,0,0,0
2015-04-07 02:02:53,5,1.0272510543334115,1.1559899896517065,-0.09291333233271082,0,0,0
2015-04-07 02:07:53,6,0.863659321195463,1.0831795086093716,-0.12044453335880606,0,0,0
2015-04-07 02:12:53,7,0.806404491986306,1.0103664641525025,-0.13967217843668406,0,0,0
2015-04-07 02:17:53,14,0.02448510534372352,0.5001147647280157,-0.1669664319713851,0,0,0
2015-04-07 02:22:53,16,0.46656198692918727,0.3543907711987899,-0.1635816538661914,0,0,0
2015-04-07 02:27:53,23,1.3683300977318853,0.1558657185140475,-0.12956422044694288,0,0,0
2015-04-07 02:32:53,10,0.4533443236320624,0.791996027006639,-0.1616838357812761,0,0,0
2015-04-07 02:37:53,17,0.8001553570387617,0.2817350005966205,-0.16104179877729508,0,0,0
2015-04-07 02:42:53,9,0.5309805909145255,0.8650621975298886,-0.1593323921401259,0,0,0
2015-04-07 02:47:53,8,0.5780993391998676,0.9380450883590377,-0.15754248659580378,0,0,0
2015-04-07 02:52:53,10,0.21988515122066107,0.7923078368216088,-0.1616838357812761,0,0,0
2015-04-07 02:57:53,20,1.3596677762695617,0.06332036463865055,-0.15549168568194421,0,0,0
2015-04-07 03:02:53,16,0.549389905525065,0.3550153135203744,-0.1635816538661914,0,0,0
2015-04-07 03:07:53,12,0.2989150054872949,0.6467083617676981,-0.17017633243386032,0,0,0
2015-04-07 03:12:53,16,0.37922293181870936,0.3551513466031894,-0.1635816538661914,0,0,0
2015-04-07 03:17:53,14,0.05417470454552991,0.5010286917486646,-0.1669664319713851,0,0,0
2015-04-07 03:22:53,10,0.7925733964958165,0.7927163386121898,-0.1616838357812761,0,0,0
2015-04-07 03:27:53,21,1.6857775812639502,0.009188120069985803,-0.15268232037602475,0,0,0
2015-04-07 03:32:53,8,1.1822268357262622,0.9386504035670675,-0.15754248659580378,0,0,0
2015-04-07 03:37:53,24,1.8369085793354225,0.22778746219310736,-0.12863131782055875,0,0,0
2015-04-07 03:42:53,14,0.07993004096554451,0.5013297956330752,-0.1669664319713851,0,0,0
2015-04-07 03:47:53,25,1.635230695601677,0.3005810366996525,-0.13024961147632125,0,0,0
2015-04-07 03:52:53,70,3.004521444076894,3.581298265545246,0.08959406752068544,1,1,1
2015-04-07 03:57:53,39,0.9655313930787148,1.3211589116454217,-0.05904145676059247,0,0,0
2015-04-07 04:02:53,33,0.5299072444906979,0.8836716349951371,-0.10547938386864358,0,0,0
2015-04-07 04:07:53,19,0.31903331667102597,0.1370624840148227,-0.14839808963782342,0,0,0
2015-04-07 04:12:53,13,0.6516899810676612,0.5745470546384226,-0.16757060759645775,0,0,0
2015-04-07 04:17:53,19,0.3298917391967357,0.1371580057973889,-0.14839808963782342,0,0,0
2015-04-07 04:22:53,12,0.7599561213774643,0.6475460403688168,-0.17017633243386032,0,0,0
2015-04-07 04:27:53,13,0.6483087414438773,0.5746846311177528,-0.16757060759645775,0,0,0
2015-04-07 04:32:53,12,0.7395308870043928,0.6476340782579534,-0.17017633243386032,0,0,0
2015-04-07 04:37:53,15,0.509510171085264,0.42895825357789497,-0.16581744839395407,0,0,0
2015-04-07 04:42:53,17,0.4098441753674708,0.2831873219380772,-0.16104179877729508,0,0,0
2015-04-07 04:47:53,23,0.04444566382094792,0.15420881985195364,-0.12956422044694288,0,0,0
2015-04-07 04:52:53,9,1.0682946187962008,0.8665144991173523,-0.1593323921401259,0,0,0
2015-04-07 04:57:53,33,1.8733351450857816,0.8831922421804813,-0.10547938386864358,0,0,0
2015-04-07 05:02:53,19,0.3113138280891243,0.13752901510173926,-0.14839808963782342,0,0,0
2015-04-07 05:07:53,18,0.1692038750552506,0.21047093546130766,-0.15450605861574307,0,0,0
2015-04-07 05:12:53,15,0.32981018948951357,0.42922394626560734,-0.16581744839395407,0,0,0
2015-04-07 05:17:53,18,0.1588375201209532,0.21053985958116128,-0.15450605861574307,0,0,0
2015-04-07 05:22:53,15,0.36664654943814307,0.42929102120617174,-0.16581744839395407,0,0,0
2015-04-07 05:27:53,7,1.4486961454449505,1.0125714288881134,-0.13967217843668406,0,0,0
2015-04-07 05:32:53,17,0.02539853579353149,0.2835424918506487,-0.16104179877729508,0,0,0
2015-04-07 05:37:53,8,1.2150638847053299,0.9397272219531292,-0.15754248659580378,0,0,0
2015-04-07 05:42:53,8,1.0470565303410984,0.9397568935524179,-0.15754248659580378,0,0,0
2015-04-07 05:47:53,15,0.023365784745308746,0.4294435820376111,-0.16581744839395407,0,0,0
2015-04-07 05:52:53,15,0.09708696266998361,0.4294716828639055,-0.16581744839395407,0,0,0
2015-04-07 05:57:53,19,1.022631237488931,0.13787492288242154,-0.14839808963782342,0,0,0
2015-04-07 06:02:53,12,0.455321800642903,0.6482437231389465,-0.17017633243386032,0,0,0
2015-04-07 06:07:53,12,0.35126802484099817,0.6482696223355852,-0.17017633243386032,0,0,0
2015-04-07 06:12:53,23,1.8238529310229683,0.15367146725628067,-0.12956422044694288,0,0,0
2015-04-07 06:17:53,9,0.8801041605025117,0.8670374349704831,-0.1593323921401259,0,0,0
2015-04-07 06:22:53,14,0.15302067309835637,0.5025311714234457,-0.1669664319713851,0,0,0
2015-04-07 06:27:53,10,0.7572346104871098,0.7941785079528983,-0.1616838357812761,0,0,0
2015-04-07 06:32:53,14,0.16685403790821396,0.5025770074795342,-0.1669664319713851,0,0,0
2015-04-07 06:37:53,13,0.15929487067920658,0.5755050341003484,-0.16757060759645775,0,0,0
2015-04-07 06:42:53,13,0.2850189431204699,0.5755264437601209,-0.16757060759645775,0,0,0
2015-04-07 06:47:53,8,1.3199040104720474,0.9400774126219715,-0.15754248659580378,0,0,0
2015-04-07 06:52:53,10,0.7250721665447131,0.794285635441795,-0.1616838357812761,0,0,0
2015-04-07 06:57:53,13,0.10893930166984041,0.5755872875443933,-0.16757060759645775,0,0,0
2015-04-07 07:02:53,15,0.5583041775426967,0.4297944369672303,-0.16581744839395407,0,0,0
2015-04-07 07:07:53,11,0.4474627164528489,0.7214372315199269,-0.1707567781886814,0,0,0
2015-04-07 07:12:53,10,0.734313071023663,0.7943614445336417,-0.1616838357812761,0,0,0
2015-04-07 07:17:53,17,1.8156640894270242,0.28403695585366084,-0.16104179877729508,0,0,0
2015-04-07 07:22:53,22,2.3747085097618355,0.08047595421698427,-0.14150283411992848,0,0,0
2015-04-07 07:27:53,11,0.5587630688593792,0.7215071011584977,-0.1707567781886814,0,0,0
2015-04-07 07:32:53,17,0.9419837224359269,0.2840872525767107,-0.16104179877729508,0,0,0
2015-04-07 07:37:53,7,1.3556674192682745,1.0131633939036482,-0.13967217843668406,0,0,0
2015-04-07 07:42:53,10,0.5899583343736038,0.7944607619645719,-0.1616838357812761,0,0,0
2015-04-07 07:47:53,22,1.6896336209720444,0.08039652492926133,-0.14150283411992848,0,0,0
2015-04-07 07:52:53,9,0.9407749312481299,0.8673964528641223,-0.1593323921401259,0,0,0
2015-04-07 07:57:53,19,0.9322704260639904,0.13835042354647525,-0.14839808963782342,0,0,0
2015-04-07 08:02:53,9,0.8670313576651876,0.867424546662292,-0.1593323921401259,0,0,0
2015-04-07 08:07:53,27,1.8397324220159232,0.4448704501595447,-0.13298830645028425,0,0,0
2015-04-07 08:12:53,26,1.3762790938413254,0.37195130104706975,-0.12426743971116555,0,0,0
2015-04-07 08:17:53,35,1.9373551331325662,1.0280927712103352,-0.09119991640493841,0,0,0
2015-04-07 08:22:53,21,0.36836589236377276,0.00739596940275764,-0.15268232037602475,0,0,0
2015-04-07 08:27:53,19,0.06810810448991378,0.13842817832433432,-0.14839808963782342,0,0,0
2015-04-07 08:32:53,26,0.7747768611165374,0.37190223891978863,-0.12426743971116555,0,0,0
2015-04-07 08:37:53,15,0.5975543280127218,0.4300755090439637,-0.16581744839395407,0,0,0
2015-04-07 08:42:53,18,0.33272892062699255,0.21136857560780745,-0.15450605861574307,0,0,0
2015-04-07 08:47:53,16,0.5260509098447512,0.35719147672003315,-0.1635816538661914,0,0,0
2015-04-07 08:52:53,18,0.40298423154466195,0.21138997991294184,-0.15450605861574307,0,0,0
2015-04-07 08:57:53,16,0.6476816543826461,0.3572123067646936,-0.1635816538661914,0,0,0
2015-04-07 09:02:53,9,1.6551864500889844,0.8675644915952623,-0.1593323921401259,0,0,0
2015-04-07 09:07:53,9,1.3608276348797133,0.8675742211446015,-0.1593323921401259,0,0,0
2015-04-07 09:12:53,6,1.4407438134103954,1.086301769821602,-0.12044453335880606,0,0,0
2015-04-07 09:17:53,26,1.4941501205096162,0.37180955012265293,-0.12426743971116555,0,0,0
2015-04-07 09:22:53,8,1.1389336290237442,0.9405078981231272,-0.15754248659580378,0,0,0
